tx,ty,tz,rx,ry,rz
0.0005283841164782643,0.000806799391284585,-0.0007196636288426816,-0.0010396195575594902,-0.0012283948017284274,-0.0018678070046007633
-0.002890500007197261,-0.0009842122672125697,0.0014928218442946672,0.0046562207862734795,0.0005160870496183634,0.0013262879801914096
-0.0019497494213283062,-2.2623464246862568e-05,0.0033459728583693504,-0.003290735650807619,-0.0024106567725539207,-0.00031284167198464274
-0.001008128165267408,-0.00039902154821902514,0.0013390472158789635,0.0014607125194743276,-0.005471867974847555,-0.004020665772259235
-0.002890500007197261,-0.0009842122672125697,0.0014928218442946672,0.0046562207862734795,0.0005160870496183634,0.0013262879801914096
-0.0019497494213283062,-2.2623464246862568e-05,0.0033459728583693504,-0.003290735650807619,-0.0024106567725539207,-0.00031284167198464274
-0.001008128165267408,-0.00039902154821902514,0.0013390472158789635,0.0014607125194743276,-0.005471867974847555,-0.004020665772259235
-0.015749162063002586,-0.0031519238837063313,0.003935473505407572,0.015092148445546627,0.0004990458837710321,0.014209197834134102
-0.0019497494213283062,-2.2623464246862568e-05,0.0033459728583693504,-0.003290735650807619,-0.0024106567725539207,-0.00031284167198464274
-0.001008128165267408,-0.00039902154821902514,0.0013390472158789635,0.0014607125194743276,-0.005471867974847555,-0.004020665772259235
-0.015749162063002586,-0.0031519238837063313,0.003935473505407572,0.015092148445546627,0.0004990458837710321,0.014209197834134102
-0.003492268268018961,-0.002111772308126092,-9.794771176530048e-05,0.009634897112846375,0.03865089640021324,0.02204826846718788
-0.001008128165267408,-0.00039902154821902514,0.0013390472158789635,0.0014607125194743276,-0.005471867974847555,-0.004020665772259235
-0.015749162063002586,-0.0031519238837063313,0.003935473505407572,0.015092148445546627,0.0004990458837710321,0.014209197834134102
-0.003492268268018961,-0.002111772308126092,-9.794771176530048e-05,0.009634897112846375,0.03865089640021324,0.02204826846718788
0.0012823016149923205,-0.0002647157816682011,-0.001322590047493577,0.004172030370682478,0.013695127330720425,0.004737640265375376
-0.015749162063002586,-0.0031519238837063313,0.003935473505407572,0.015092148445546627,0.0004990458837710321,0.014209197834134102
-0.003492268268018961,-0.002111772308126092,-9.794771176530048e-05,0.009634897112846375,0.03865089640021324,0.02204826846718788
0.0012823016149923205,-0.0002647157816682011,-0.001322590047493577,0.004172030370682478,0.013695127330720425,0.004737640265375376
-0.001096447347663343,-0.0001562243269290775,0.0008303424692712724,-0.00039158083382062614,0.004488417878746986,0.003186836140230298
-0.003492268268018961,-0.002111772308126092,-9.794771176530048e-05,0.009634897112846375,0.03865089640021324,0.02204826846718788
0.0012823016149923205,-0.0002647157816682011,-0.001322590047493577,0.004172030370682478,0.013695127330720425,0.004737640265375376
-0.001096447347663343,-0.0001562243269290775,0.0008303424692712724,-0.00039158083382062614,0.004488417878746986,0.003186836140230298
0.001306249643675983,-2.423189471301157e-05,-0.0004886901006102562,0.0020704336930066347,0.007647120859473944,0.002098547061905265
0.0012823016149923205,-0.0002647157816682011,-0.001322590047493577,0.004172030370682478,0.013695127330720425,0.004737640265375376
-0.001096447347663343,-0.0001562243269290775,0.0008303424692712724,-0.00039158083382062614,0.004488417878746986,0.003186836140230298
0.001306249643675983,-2.423189471301157e-05,-0.0004886901006102562,0.0020704336930066347,0.007647120859473944,0.002098547061905265
0.00030496285762637854,0.0003353546198923141,-0.00013960451178718358,-0.00029385610832832754,0.002424058970063925,0.0004068124108016491
-0.001096447347663343,-0.0001562243269290775,0.0008303424692712724,-0.00039158083382062614,0.004488417878746986,0.003186836140230298
0.001306249643675983,-2.423189471301157e-05,-0.0004886901006102562,0.0020704336930066347,0.007647120859473944,0.002098547061905265
0.00030496285762637854,0.0003353546198923141,-0.00013960451178718358,-0.00029385610832832754,0.002424058970063925,0.0004068124108016491
0.0011901028919965029,0.001144906971603632,-0.00252675823867321,0.0009185343515127897,0.002544899471104145,-0.0007210893672890961
0.001306249643675983,-2.423189471301157e-05,-0.0004886901006102562,0.0020704336930066347,0.007647120859473944,0.002098547061905265
0.00030496285762637854,0.0003353546198923141,-0.00013960451178718358,-0.00029385610832832754,0.002424058970063925,0.0004068124108016491
0.0011901028919965029,0.001144906971603632,-0.00252675823867321,0.0009185343515127897,0.002544899471104145,-0.0007210893672890961
-0.0010957018239423633,0.0004547003482002765,-0.0008542449795641005,0.0004233890795148909,0.0011576999677345157,0.0006366802845150232
0.00030496285762637854,0.0003353546198923141,-0.00013960451178718358,-0.00029385610832832754,0.002424058970063925,0.0004068124108016491
0.0011901028919965029,0.001144906971603632,-0.00252675823867321,0.0009185343515127897,0.002544899471104145,-0.0007210893672890961
-0.0010957018239423633,0.0004547003482002765,-0.0008542449795641005,0.0004233890795148909,0.0011576999677345157,0.0006366802845150232
0.0004529716679826379,0.0021489260252565145,-0.003909331746399403,0.0002555832325015217,-0.0026257068384438753,-0.003259183606132865
0.0011901028919965029,0.001144906971603632,-0.00252675823867321,0.0009185343515127897,0.002544899471104145,-0.0007210893672890961
-0.0010957018239423633,0.0004547003482002765,-0.0008542449795641005,0.0004233890795148909,0.0011576999677345157,0.0006366802845150232
0.0004529716679826379,0.0021489260252565145,-0.003909331746399403,0.0002555832325015217,-0.0026257068384438753,-0.003259183606132865
0.00032007545814849436,0.0018276243936270475,-0.002643355168402195,-0.0013504656963050365,-0.003602404613047838,-0.002739878837019205
-0.0010957018239423633,0.0004547003482002765,-0.0008542449795641005,0.0004233890795148909,0.0011576999677345157,0.0006366802845150232
0.0004529716679826379,0.0021489260252565145,-0.003909331746399403,0.0002555832325015217,-0.0026257068384438753,-0.003259183606132865
0.00032007545814849436,0.0018276243936270475,-0.002643355168402195,-0.0013504656963050365,-0.003602404613047838,-0.002739878837019205
0.003410833887755871,0.0027937316335737705,-0.0006269034347496927,-0.005356774665415287,-0.00861268024891615,-0.008807482197880745
0.0004529716679826379,0.0021489260252565145,-0.003909331746399403,0.0002555832325015217,-0.0026257068384438753,-0.003259183606132865
0.00032007545814849436,0.0018276243936270475,-0.002643355168402195,-0.0013504656963050365,-0.003602404613047838,-0.002739878837019205
0.003410833887755871,0.0027937316335737705,-0.0006269034347496927,-0.005356774665415287,-0.00861268024891615,-0.008807482197880745
0.0017402279190719128,0.0018766323337331414,0.0003522585320752114,-0.0042610494419932365,-0.006190719548612833,-0.005196473561227322
0.00032007545814849436,0.0018276243936270475,-0.002643355168402195,-0.0013504656963050365,-0.003602404613047838,-0.002739878837019205
0.003410833887755871,0.0027937316335737705,-0.0006269034347496927,-0.005356774665415287,-0.00861268024891615,-0.008807482197880745
0.0017402279190719128,0.0018766323337331414,0.0003522585320752114,-0.0042610494419932365,-0.006190719548612833,-0.005196473561227322
0.0023919306695461273,0.001233545714057982,0.0032293021213263273,-0.006143959704786539,-0.008927124552428722,-0.010877817869186401
0.003410833887755871,0.0027937316335737705,-0.0006269034347496927,-0.005356774665415287,-0.00861268024891615,-0.008807482197880745
0.0017402279190719128,0.0018766323337331414,0.0003522585320752114,-0.0042610494419932365,-0.006190719548612833,-0.005196473561227322
0.0023919306695461273,0.001233545714057982,0.0032293021213263273,-0.006143959704786539,-0.008927124552428722,-0.010877817869186401
0.0017170235514640808,0.00276517984457314,-0.00510143069550395,-1.131951739807846e-05,-0.006672884803265333,-0.006494205445051193
0.0017402279190719128,0.0018766323337331414,0.0003522585320752114,-0.0042610494419932365,-0.006190719548612833,-0.005196473561227322
0.0023919306695461273,0.001233545714057982,0.0032293021213263273,-0.006143959704786539,-0.008927124552428722,-0.010877817869186401
0.0017170235514640808,0.00276517984457314,-0.00510143069550395,-1.131951739807846e-05,-0.006672884803265333,-0.006494205445051193
0.0005321383359842002,0.0016447721282020211,-0.0033804667182266712,-0.00013646841398440301,-0.0041023059748113155,-0.002628876594826579
0.0023919306695461273,0.001233545714057982,0.0032293021213263273,-0.006143959704786539,-0.008927124552428722,-0.010877817869186401
0.0017170235514640808,0.00276517984457314,-0.00510143069550395,-1.131951739807846e-05,-0.006672884803265333,-0.006494205445051193
0.0005321383359842002,0.0016447721282020211,-0.0033804667182266712,-0.00013646841398440301,-0.0041023059748113155,-0.002628876594826579
0.0022212748881429434,0.0025903459172695875,-0.005636239890009165,0.0010594525374472141,-0.00498212268576026,-0.005368718411773443
0.0017170235514640808,0.00276517984457314,-0.00510143069550395,-1.131951739807846e-05,-0.006672884803265333,-0.006494205445051193
0.0005321383359842002,0.0016447721282020211,-0.0033804667182266712,-0.00013646841398440301,-0.0041023059748113155,-0.002628876594826579
0.0022212748881429434,0.0025903459172695875,-0.005636239890009165,0.0010594525374472141,-0.00498212268576026,-0.005368718411773443
0.0017867962596938014,0.0014636963605880737,-0.0031856398563832045,2.4197623133659363e-05,-0.00019339329446665943,-0.0015762561233714223
0.0005321383359842002,0.0016447721282020211,-0.0033804667182266712,-0.00013646841398440301,-0.0041023059748113155,-0.002628876594826579
0.0022212748881429434,0.0025903459172695875,-0.005636239890009165,0.0010594525374472141,-0.00498212268576026,-0.005368718411773443
0.0017867962596938014,0.0014636963605880737,-0.0031856398563832045,2.4197623133659363e-05,-0.00019339329446665943,-0.0015762561233714223
0.0025566229596734047,0.001977490959689021,-0.004598368890583515,0.00042886767187155783,0.0008643163600936532,-0.0018629269907251
0.0022212748881429434,0.0025903459172695875,-0.005636239890009165,0.0010594525374472141,-0.00498212268576026,-0.005368718411773443
0.0017867962596938014,0.0014636963605880737,-0.0031856398563832045,2.4197623133659363e-05,-0.00019339329446665943,-0.0015762561233714223
0.0025566229596734047,0.001977490959689021,-0.004598368890583515,0.00042886767187155783,0.0008643163600936532,-0.0018629269907251
0.00048721267376095057,0.0005735806771554053,-0.0012685103574767709,-0.0004245045711286366,0.0007882057107053697,0.00010304450552212074
0.0017867962596938014,0.0014636963605880737,-0.0031856398563832045,2.4197623133659363e-05,-0.00019339329446665943,-0.0015762561233714223
