frame,tx,ty,tz,r11,r12,r13,r21,r22,r23,r31,r32,r33
0.0,-0.0005259914587423462,-0.0008085309777437053,0.0007194730092839418,0.9999975057421525,-0.0018665278753361315,0.0012303334788172355,0.0018678044696265816,0.9999977002383451,-0.0010373230785420174,-0.001228394491296287,0.0010396185782896464,0.9999987215408128
1.0,0.0023629099477786657,0.0001718364745050227,-0.0007789627067653796,0.999999604149944,-0.0005435616824367456,0.0007117235053057693,0.0005409828174332384,0.9999933083261303,0.0036186098124572665,-0.0007136857171547813,-0.003618223192476155,0.9999932098612402
2.0,0.004302173314170397,0.00019500371657704422,-0.004131020416180051,0.9999947894823356,-0.0008461237109312227,0.003125175823556283,0.000845096715028064,0.999999613035516,0.0003299310240054682,-0.0031254537500468573,-0.0003272881223550613,0.9999950970952096
3.0,0.0052968032888799504,0.0005964899414079807,-0.005479392876542109,0.9999512474613854,-0.004879303809312211,0.008589760132375711,0.004863865502569619,0.9999866015680964,0.001817245054097971,-0.008598511233650815,-0.001775376870166033,0.9999614871695995
0.0,0.002892565979378106,0.0009734152153511101,-0.0014958963969193028,0.9999989878936035,0.0013286763447504153,-0.0005099055320248999,-0.0013262874629412621,0.9999882963659908,0.004656884615326642,0.0005160870237584068,-0.004656203417513881,0.999989020557481
1.0,0.004835985412002494,0.0009894778546602012,-0.004845587802070653,0.9999977038658451,0.0010220842832695544,0.0018973958168961673,-0.0010246725861345612,0.9999985871185575,0.0013637104617326477,-0.0018959992346095484,-0.0013656514550133513,0.9999972885627683
2.0,0.005833019127811919,0.001387704872634971,-0.006193151238719693,0.9999683913020152,-0.00300933119716188,0.007364785743875668,0.0029884784795188627,0.9999915982636518,0.002840786382884614,-0.007373271874480305,-0.0028186869632958055,0.9999688591169112
3.0,0.0215881095317809,0.004291644748373392,-0.010292294165457254,0.9999137711339671,0.011094353480449853,0.0070340161912450065,-0.011219005475966395,0.9997763446085894,0.01793662888958652,-0.00683344650883642,-0.018013994732536336,0.9998144123130361
0.0,0.0019416674273659814,3.424147096009089e-05,-0.003350570826660761,0.9999970710990168,-0.00030490718806027654,0.002411670872426797,0.0003128407937684862,0.9999945617903921,-0.0032899754581738458,-0.002410654564070301,0.003290720130006091,0.9999917044871924
1.0,0.002937476509342036,0.00044006307758335004,-0.004696773380057044,0.9999596092232598,-0.00433705920712068,0.007877081559994038,0.004351409085980754,0.9999889822006878,-0.0018055201166366937,-0.007869163406253104,0.0018397236522214218,0.9999673660726123
2.0,0.018686583975230212,0.0033839887130880453,-0.00879038164572523,0.9999241109160204,0.009759054566204588,0.007526211207091919,-0.009858494152900847,0.9998632227499754,0.013290424783058035,-0.007395478719623121,-0.013363611424150703,0.9998833892165868
3.0,0.022240167097334416,0.005386946316289725,-0.008631243739145606,0.9990103022166716,0.03209965858972568,-0.030792203379105817,-0.03136218226478898,0.9992166997458447,0.02414146035465146,0.03154300702309128,-0.02315185369730152,0.9992342427483232
0.0,0.0009991783009457307,0.0004010857761724397,-0.0013451248992031265,0.9999769602433007,-0.004028643896726343,0.005465917469033116,0.004020595144107444,0.9999908750497979,0.0014827006674572028,-0.005471840428175117,-0.0014606902360985725,0.9999839587383097
1.0,0.016759028085756696,0.0033267223335082695,-0.005410402785735577,0.999935874714692,0.010104038511492091,0.005119973228010089,-0.010187660585575508,0.9998107883627955,0.016578393425182664,-0.004951495074888708,-0.016629489515203398,0.9998494711145427
2.0,0.020312843597654565,0.005329109118521238,-0.005249285815525943,0.9989214742746558,0.0324679697658077,-0.0331933676462735,-0.03156281649662149,0.9991252467282252,0.02743891689425187,0.034055208535223,-0.026361644882968105,0.999072219025329
3.0,0.018980957533697714,0.005682030046506522,-0.003998229206454841,0.9982081749843508,0.037395328644035546,-0.04671231485954973,-0.035916767731126606,0.9988392785421715,0.03210086029198656,0.04785850392010899,-0.030365584512329867,0.9983924330002036
0.0,0.015793493604271687,0.0028680568235330394,-0.003974732826857186,0.9998989425305044,0.01421463360428081,-0.000284506699602875,-0.014208719007981785,0.9997851363538723,0.015097143423609023,0.0004990458511419211,-0.015091575009411263,0.9998860060223567
1.0,0.019354396320232323,0.004855872711384825,-0.0037912246382441374,0.9985851861842191,0.0366285455064886,-0.03854904503441866,-0.03563656749066726,0.9990237204106188,0.02611305267079318,0.03946788645647591,-0.024702351389688796,0.998915451747481
2.0,0.018017114348781206,0.005212328666853919,-0.002546944791175896,0.9977788684423272,0.04157654988211157,-0.052045216939192035,-0.0400077672095511,0.9987237528095685,0.03083040897346811,0.053260606083219406,-0.028679718290398525,0.9981686954406797
3.0,0.01916464446937954,0.005295695251702891,-0.003316552478828845,0.9973976440405533,0.04473395351439391,-0.056540029184515936,-0.0430515126837814,0.9986032321845449,0.030632921974418695,0.05783137816691732,-0.028119071257857304,0.9979302475060333
0.0,0.003532390009381728,0.0020352360141359825,0.00021248450295711937,0.9990102859609441,0.02241766861774453,-0.038417676493986246,-0.022030017322610493,0.9997023950094185,0.010484271749828905,0.038641271731402055,-0.00962755263585196,0.9992067516551867
1.0,0.002190799393579323,0.0023538282213257647,0.0014623844045097605,0.9982730420742618,0.02736745006872361,-0.05197988432982197,-0.02661989261646104,0.9995328506876134,0.015020040458947547,0.05236665544045116,-0.013610402416197622,0.9985351388458217
2.0,0.003336644909096999,0.0024651031925828674,0.0006937965875992216,0.9979373849569825,0.030526526752914826,-0.05647155515626639,-0.029737382812750363,0.9994487762587456,0.014762302370584738,0.056891062950511016,-0.013052537130035758,0.9982950154145476
3.0,0.002003279654008248,0.00253909886846747,0.0010967296407044893,0.9974101389894222,0.03275332366546836,-0.06403299654830691,-0.03172088832677616,0.9993509929721501,0.017074437884461155,0.06455067519735566,-0.01499903325357974,0.9978016824292958
0.0,-0.0012989836634585336,0.00027638854622753355,0.0013037894563719989,0.999894967129839,0.004794715153034627,-0.013674659876001733,-0.004737177914835903,0.9999798138012548,0.004236851233404882,0.013694698179668988,-0.004171627151472764,0.9998975026411376
1.0,-0.00018642283334700002,0.0004207171903376681,0.0004929572143915652,0.9998031494545456,0.007974073974475537,-0.018165485839032894,-0.007904823576760832,0.9999612126532278,0.003880808903032625,0.018195727400106755,-0.003736450213607883,0.9998274270325627
2.0,-0.0015045286894613797,0.00046092063917494504,0.0009475712366942453,0.9996160991552333,0.010125606025311353,-0.02578944280527174,-0.009973301496007208,0.9999321180635017,0.006027495754656518,0.02584872385512172,-0.005767975885837983,0.9996492194178731
3.0,-0.0018168215012836822,0.00012955462275202756,0.0010803275554211237,0.9995464047379016,0.010523970475168926,-0.028215576519517897,-0.01036544355289945,0.999929707066577,0.005758804731152489,0.028274197167640985,-0.005463725785667322,0.9995852657032577
0.0,0.0011006562375663058,0.00015304262963972858,-0.0008253515565190125,0.9999848379046362,0.003185072838020122,-0.004489627617314685,-0.003186798511649581,0.9999948279512603,-0.00037727503736492295,0.004488402774990022,0.0003915768864056306,0.999989833593764
1.0,-0.0002112759139209922,0.00018502884406453293,-0.00035258912790864087,0.9999124114699093,0.005308695749746042,-0.01212539408227831,-0.00528805693562363,0.9999845246999213,0.0017335571534605276,0.012134409116930986,-0.001669285374909784,0.9999249944552215
2.0,-0.0005201481485823777,-0.00014838164166365084,-0.0002169798617952305,0.9998777981415801,0.005711196420606671,-0.014550876129933152,-0.005690643403989966,0.9999827545777398,0.0014535057305253526,0.01455892551441972,-0.0013705241619981735,0.99989308544448
3.0,-0.0017589779137870258,-0.0012813358615316858,0.002291680979404572,0.9998413469626942,0.005005894272331641,-0.017090833121351415,-0.004965849724003853,0.9999848050047692,0.0023846692847949796,0.017102510072128672,-0.0022994204457044707,0.9998510845757447
0.0,-0.00130989227471866,2.7992573737829394e-05,0.0004786356574908232,0.9999685893069289,0.0021143736150448615,-0.0076426686840361914,-0.0020984843371250547,0.9999956537092851,0.0020864755082501086,0.0076470467867299505,-0.0020703717680500156,0.9999686469024559
1.0,-0.001617088652063084,-0.0003063468820640814,0.0006157560583015765,0.9999461416712643,0.0025182147939550813,-0.010067364763913109,-0.0025002296032518804,0.9999952825781442,0.00179868768885483,0.010071845903902197,-0.0017734199927477241,0.9999477333827707
