frame,tx,ty,tz,r11,r12,r13,r21,r22,r23,r31,r32,r33
0.0,-0.0005276285637637816,-0.0008091473536165543,0.000718795711138737,0.9999975015511487,-0.0018666702822456144,0.0012318196789765864,0.0018679520331714068,0.9999976937138962,-0.0010401982577754733,-0.001229875118512237,0.0010424967436581747,0.9999987119083052
1.0,0.002360803578895047,0.0001715679999907615,-0.000780724735139649,0.9999996009491924,-0.0005438225579208779,0.0007134713521123802,0.0005412398682668689,0.9999933186325047,0.0036153528152745315,-0.0007154326601094353,-0.003614964956895025,0.9999932174938493
2.0,0.004299605020017355,0.00019404743268879897,-0.004129038524890526,0.9999947862487737,-0.0008463309186048819,0.0031261644810737284,0.0008453073562949358,0.9999996188327998,0.00032877585931443933,-0.0031264413104506988,-0.0003261312584382178,0.9999951002248807
3.0,0.005295378228205075,0.0005953218006999469,-0.005477646016861309,0.9999512044614122,-0.004877810878946586,0.008589970530606578,0.0048623901506096205,0.9999865666441348,0.001815177340296273,-0.008598708508730457,-0.0017733207652976225,0.9999615005672773
